Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,summary,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
CYD2WTPP,journalArticle,2014,"Muijs, Daniel; Kyriakides, Leonidas; van der Werf, Greetje; Creemers, Bert; Timperley, Helen; Earl, Lorna",State of the art – teacher effectiveness and professional learning,School Effectiveness and School Improvement,,0924-3453,10.1080/09243453.2014.885451,https://doi.org/10.1080/09243453.2014.885451,"One of the key findings from decades of educational effectiveness research is the importance of the classroom level as a predictor of pupil outcomes. In this review, we therefore look at synthesising our best evidence from research on effective teaching, and its corollary, teacher development. In the 1st section, we will look at key findings from 35 years of research on effective teaching using a process-product research that has led to the identification of a range of behaviours which are positively related to student achievement. A key limitation of this research, however, is its focus on basic skills in English and maths. Therefore, in the 2nd section we review research on “new learning” and teaching for metacognitive and thinking skills. While in these 2 sections we have discussed key findings from research on teaching, including emerging knowledge on metacognition, it is important to continue to take into account ongoing developments in theories of learning. In the 3rd section of this paper, we develop the argument that a major contributing factor to this situation is that “state-of-the-art” understandings about processes and conditions that promote student learning are typically not used to construct appropriate learning environments for their teachers.",4/3/2014,7/2/2022 18:17,7/2/2022 18:17,5/20/2022 0:26,231-256,,2,25,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/09243453.2014.885451,,/Users/nicolapoppy/Zotero/storage/EN4SN7E7/Muijs et al_2014_State of the art – teacher effectiveness and professional learning.pdf; /Users/nicolapoppy/Zotero/storage/YRJSRP4S/09243453.2014.html,,,learning; teacher effectiveness; teacher education; cognitive science; teaching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ZBCITPN,journalArticle,2015,"Moraros, John; Islam, Adiba; Yu, Stan; Banow, Ryan; Schindelka, Barbara",Flipping for success: evaluating the effectiveness of a novel teaching approach in a graduate level setting,BMC Medical Education,,1472-6920,10.1186/s12909-015-0317-2,https://doi.org/10.1186/s12909-015-0317-2,"Flipped Classroom is a model that’s quickly gaining recognition as a novel teaching approach among health science curricula. The purpose of this study was four-fold and aimed to compare Flipped Classroom effectiveness ratings with: 1) student socio-demographic characteristics, 2) student final grades, 3) student overall course satisfaction, and 4) course pre-Flipped Classroom effectiveness ratings.",2/28/2015,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 15:54,27,,1,15,,BMC Medical Education,Flipping for success,,,,,,,,,,,,BioMed Central,,,,/Users/nicolapoppy/Zotero/storage/L8QMGMXE/Moraros et al. - 2015 - Flipping for success evaluating the effectiveness.pdf,,,Education; Students; Flipped Classroom; Graduate level setting; Instructional technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RPYDB4F,journalArticle,2014,"Merriman, Clair D.; Stayt, Louise C.; Ricketts, Barry",Comparing the Effectiveness of Clinical Simulation versus Didactic Methods to Teach Undergraduate Adult Nursing Students to Recognize and Assess the Deteriorating Patient,Clinical Simulation in Nursing,,1876-1399,10.1016/j.ecns.2013.09.004,https://www.sciencedirect.com/science/article/pii/S1876139913002417,"Background Clinical simulation in undergraduate nursing programs is prevalent. It is unclear if skills taught by simulation are effectively transferred into clinical practice. This study evaluated the effectiveness of clinical simulation compared with classroom teaching in teaching the assessment of the deteriorating patient. Methods This study used a phase II, single, randomized, controlled trial with single-blinded assessments. Students were randomly assigned to either a control or an experimental group. Participants underwent pre and post intervention Objective Structured Clinical Examination (OSCE) with objective performance criteria. Participants completed self-reported competence and self-efficacy questionnaires both pre- and post-test OSCE and a student satisfaction form. Results The experimental group displayed a significantly better performance on post intervention OSCE. There was no correlation between self-reported confidence and self-efficacy and OSCE performance. Participants who received clinical simulation teaching were significantly more satisfied with their teaching experience. Conclusion The study suggests that clinical simulation is a more effective teaching strategy than classroom teaching for the development of the assessment skills of the deteriorating patient.",3/1/2014,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 16:02,e119-e127,,3,10,,Clinical Simulation in Nursing,,,,,,,,en,,,,,ScienceDirect,,,,/Users/nicolapoppy/Zotero/storage/C2STZ88Y/Merriman et al. - 2014 - Comparing the Effectiveness of Clinical Simulation.pdf; /Users/nicolapoppy/Zotero/storage/C4HJPJNW/S1876139913002417.html,,,class room teaching; clinical simulation; competence; confidence; self-efficacy; systematic assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VN52W5AE,journalArticle,2013,"McKenzie, Thomas   L.; Lounsbery, Monica   A. F.",Physical Education Teacher Effectiveness in a Public Health Context,Research Quarterly for Exercise and Sport,,0270-1367,10.1080/02701367.2013.844025,https://doi.org/10.1080/02701367.2013.844025,"The health benefits of physical activity are well documented, and the important role that schools and physical education (PE) can play in reducing sedentary behavior and contributing to population health has been identified. Although effective teaching is ultimately judged by student achievement, a major component of teacher and school effectiveness studies has been student engagement. Thus, in PE, it is important to assess the teaching and learning processes related to expected outcomes, including what students and teachers do and how lessons are delivered. Within a public health context, it is then important to assess how teachers provide students with ample health-enhancing physical activity to help them become physically fit and to learn generalizable movement and behavioral skills designed to promote physical activity and fitness outside of class time. In this article, we emphasize that the future of PE in our nation's schools will depend on the ability of schools to provide programs that are perceived to be of importance to the public; moreover, we believe that the future of PE rests on the effectiveness of PE teachers to operate within a public health context. In addition, we also provide a summary of teacher effectiveness research within a public health context and offer visions for the future assessment and evaluation of PE teacher effectiveness that move beyond the PE lesson to include components of the comprehensive school physical activity model.",12/1/2013,7/2/2022 18:17,7/2/2022 18:17,5/20/2022 0:15,419-430,,4,84,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/02701367.2013.844025 PMID: 24592772,,/Users/nicolapoppy/Zotero/storage/RAU6HHYS/McKenzie_Lounsbery_2013_Physical Education Teacher Effectiveness in a Public Health Context.pdf; /Users/nicolapoppy/Zotero/storage/EHMV8BRW/02701367.2013.html,,,physical activity; physical fitness; schools; SOFIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZXNZIYHD,journalArticle,1999,"McGee, Gail G.; Morrier, Michael J.; Daly, Teresa",An Incidental Teaching Approach to Early Intervention for Toddlers with Autism,Journal of the Association for Persons with Severe Handicaps,,0749-1425,10.2511/rpsd.24.3.133,https://doi.org/10.2511/rpsd.24.3.133,"In an effort to move incidental teaching research to practical applications for toddlers with autism, a comprehensive early intervention model was developed for use in the natural environments of a childcare center and children's homes. Based on the premise that social readiness will best be achieved by providing early social learning opportunities, the center based component of the model targets the developmental needs of an inclusive group of children with and without autism. The home based component involves parents of children with autism as key participants in their children's learning and prepares them to be effective advocates in their children's futures. The curriculum addresses what it is that toddlers need to learn, what environmental arrangements provide the most powerful teaching opportunities, and how teachers and parents can most effectively teach children to progress at their optimum pace. Outcome data are presented that documents an impact on the language and social behavior of participating toddlers with autism. Two of the more controversial Walden curriculum components are discussed. Current impediments to system change are considered in the hope that appropriate and effective early intervention may become available to all children with autism.",9/1/1999,7/2/2022 18:17,7/2/2022 18:17,6/13/2022 23:29,133-146,,3,24,,Journal of the Association for Persons with Severe Handicaps,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications,,/Users/nicolapoppy/Zotero/storage/KT6MHJSL/McGee et al_1999_An Incidental Teaching Approach to Early Intervention for Toddlers with Autism.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6UWTHCK,journalArticle,2000,"McAllister, Gretchen; Irvine, Jacqueline Jordan",Cross Cultural Competency and Multicultural Teacher Education,Review of Educational Research,,0034-6543,10.3102/00346543070001003,https://doi.org/10.3102/00346543070001003,"Teachers require support as they face the challenge of effectively teaching diverse students in their classrooms. Teacher-educators have used various methods to foster change in teachers' thinking, attitudes, and behaviors regarding cultural diversity, but these efforts have produced mixed results because they often focused on content rather the process of cross-cutural learning. The purpose of this review is to examine three process-oriented models that have been used to describe and measure the development of racial identity and cross-cultural competence. These models include Helm's model of racial identity development, Banks's Typology of Ethnicity, and Bennett's Developmental Model of Intercultural Sensitivity. Research using the models revealed insights for multicultural teacher education in assessing readiness to learn, designing effective learning opportunities, and providing appropriate support and challenge for teachers.",3/1/2000,7/2/2022 18:17,7/2/2022 18:17,6/14/2022 2:30,24-Mar,,1,70,,Review of Educational Research,,,,,,,,en,,,,,SAGE Journals,,Publisher: American Educational Research Association,,/Users/nicolapoppy/Zotero/storage/2M4EAG2M/McAllister_Irvine_2000_Cross Cultural Competency and Multicultural Teacher Education.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKWG8HKG,journalArticle,1997,"Marsh, Herbert W.; Roche, Lawrence A.","Making students' evaluations of teaching effectiveness effective: The critical issues of validity, bias, and utility",American Psychologist,,1935-990X,10.1037/0003-066X.52.11.1187,,"This article reviews research indicating that, under appropriate conditions, students' evaluations of teaching (SETs) are (a) multidimensional; (b) reliable and stable; (c) primarily a function of the instructor who teaches a course rather than the course that is taught; (d) relatively valid against a variety of indicators of effective teaching; (e) relatively unaffected by a variety of variables hypothesized as potential biases (e.g., grading leniency, class size, workload, prior subject interest); and (f) useful in improving teaching effectiveness when SETS are coupled with appropriate consultation. The authors recommend rejecting a narrow criterion-related approach to validity and adopting a broad construct-validation approach, recognizing that effective teaching and SETs that reflect teaching effectiveness are multidimensional; no single criterion of effective teaching is sufficient; and tentative interpretations of relations with validity criteria and potential biases should be evaluated critically in different contexts, in relation to multiple criteria of effective teaching, theory, and existing knowledge. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1997,7/2/2022 18:17,7/2/2022 18:17,,1187-1197,,11,52,,,Making students' evaluations of teaching effectiveness effective,,,,,,,,,,,,APA PsycNet,,Place: US Publisher: American Psychological Association,,/Users/nicolapoppy/Zotero/storage/5BN3WYLI/Marsh and Roche - 1997 - Making Students' Evaluations of Teaching Effective.pdf; /Users/nicolapoppy/Zotero/storage/X2U9THKK/1997-43129-003.html,,,Students; Rating; Teacher Effectiveness Evaluation; Test Validity; Test Bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EABE43TY,journalArticle,1993,"Marsh, Herbert W.; Roche, Lawrence",The Use of Students’ Evaluations and an Individually Structured Intervention to Enhance University Teaching Effectiveness,American Educational Research Journal,,0002-8312,10.3102/00028312030001217,https://doi.org/10.3102/00028312030001217,"The present investigation evaluates the effectiveness of students’ evaluations of teaching effectiveness (SETs) as a means for enhancing university teaching. We emphasize the multidimensionality of SETs, an Australian version of the Students’ Evaluations of Educational Quality (Marsh, 1987) instrument (ASEEQ), and Wilson’s (1986) feedback/consultation intervention. All teachers (N = 92) completed self-evaluation surveys and were evaluated by students at the middle of Semester 1 and at the ends of Semesters 1 and 2. Three randomly assigned groups received the feedback/consultation intervention at midterm of Semester 1 (MT), at the end of Semester 1 (ET), or received no intervention (control). Each MT and ET teacher ‘‘targeted” specific ASEEQ dimensions that were the focus of his or her individually structured intervention. The ratings for all groups improved over time, but only ratings for the ET group improved significantly more than those in the control group. For both ET and MT groups, targeted dimensions improved more than nontargeted dimensions. The results suggest that SET feedback coupled with consultation is an effective means to improve teaching effectiveness, and the study provides one model for feedback/consultation.",3/1/1993,7/2/2022 18:17,7/2/2022 18:17,6/14/2022 2:29,217-251,,1,30,,American Educational Research Journal,,,,,,,,en,,,,,SAGE Journals,,Publisher: American Educational Research Association,,/Users/nicolapoppy/Zotero/storage/S9XI78IH/Marsh_Roche_1993_The Use of Students’ Evaluations and an Individually Structured Intervention to.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L89XM4RZ,journalArticle,2002,"Marsh, Herbert W.; Hattie, John","The Relation between Research Productivity and Teaching Effectiveness: Complementary, Antagonistic, or Independent Constructs?",The Journal of Higher Education,,"0022-1546, 1538-4640",10.1080/00221546.2002.11777170,https://www.tandfonline.com/doi/full/10.1080/00221546.2002.11777170,,2002-09,7/2/2022 18:17,7/2/2022 18:17,6/13/2022 22:31,603-641,,5,73,,The Journal of Higher Education,The Relation between Research Productivity and Teaching Effectiveness,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/nicolapoppy/Zotero/storage/NCE882WJ/Marsh and Hattie - 2002 - The Relation between Research Productivity and Tea.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNXERAFB,journalArticle,2012,"Loeb, Susanna; Kalogrides, Demetra; Béteille, Tara","Effective Schools: Teacher Hiring, Assignment, Development, and Retention",Education Finance and Policy,,1557-3060,10.1162/EDFP_a_00068,https://doi.org/10.1162/EDFP_a_00068,"The literature on effective schools emphasizes the importance of a quality teaching force in improving educational outcomes for students. In this article we use value-added methods to examine the relationship between a school's effectiveness and the recruitment, assignment, development, and retention of its teachers. Our results reveal four key findings. First, we find that more effective schools are able to attract and hire more effective teachers from other schools when vacancies arise. Second, more effective schools assign novice teachers to students in a more equitable fashion. Third, teachers who work in schools that were more effective at raising achievement in a prior period improve more rapidly in a subsequent period than do those in less effective schools. Finally, we find that more effective schools are better able to retain higher-quality teachers. The results point to the importance of personnel and, perhaps, school personnel practices for improving student outcomes.",7/1/2012,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 21:23,269-304,,3,7,,Education Finance and Policy,Effective Schools,,,,,,,,,,,,Silverchair,,,,/Users/nicolapoppy/Zotero/storage/PTJSH493/Loeb et al_2012_Effective Schools.pdf; /Users/nicolapoppy/Zotero/storage/73RH3FZP/Effective-Schools-Teacher-Hiring-Assignment.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2EZWJA86,journalArticle,2017,"López, Francesca A.",Altering the Trajectory of the Self-Fulfilling Prophecy: Asset-Based Pedagogy and Classroom Dynamics,Journal of Teacher Education,,0022-4871,10.1177/0022487116685751,https://doi.org/10.1177/0022487116685751,"Prior research has contributed to our understanding about the ways teachers communicate their expectations to students, how students perceive differential teacher behaviors, and their effect on students? own perceptions of ability and achievement. Despite more than half a century of this work, historically marginalized students continue to be underrepresented in a vast array of achievement outcomes. Scholars have argued that asset-based pedagogy is essential to effective teaching, but reviews of research repeatedly point to a need for empirical evidence. This article describes a study wherein asset-based practices are applied to a classroom dynamics framework to examine how teachers? asset-based pedagogy beliefs and behaviors are associated with Latino students? ethnic and reading achievement identity. Analyses revealed that teachers? critical awareness moderates their expectancy, resulting in higher achievement; and teachers? critical awareness and expectancy beliefs were found to be directly associated with teachers? behaviors, which were in turn related to students? ethnic and achievement identities. Implications for teacher education are discussed.",3/1/2017,7/2/2022 18:17,7/2/2022 18:17,5/20/2022 0:04,193-212,,2,68,,Journal of Teacher Education,Altering the Trajectory of the Self-Fulfilling Prophecy,,,,,,,,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,/Users/nicolapoppy/Zotero/storage/Q2SBLS3K/López_2017_Altering the Trajectory of the Self-Fulfilling Prophecy.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7PAXX6H,journalArticle,2013,"Lim, Cher Ping; Zhao, Yong; Tondeur, Jo; Chai, Ching Sing; Tsai, Chin-Chung",Bridging the Gap: Technology Trends and Use of Technology in Schools,Journal of Educational Technology & Society,,1176-3647,,http://www.jstor.org/stable/jeductechsoci.16.2.59,"ABSTRACT Considerable investment has been made to bring technology to schools and these investments have indeed resulted in many “success stories.” However there are two significant gaps in educational uses of technology that must be addressed. The first is a usage gap. Compared to how and how much today's students use technology outside school, in-school technology usage is much less intensive and extensive. The second is an outcome gap. Compared with the outcomes achieved through investment in technology in sectors outside education, the gains in terms reduced costs and increased productivity achieved by schools is significantly smaller. This article discusses the causes of these two gaps and provides suggestions for bridging them by engaging in discussions about effective teaching and committing to technology planning.",2013,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 23:05,59-68,,2,16,,,Bridging the Gap,,,,,,,,,,,,JSTOR,,Publisher: International Forum of Educational Technology & Society,,/Users/nicolapoppy/Zotero/storage/XHBRGIN4/Lim et al. - 2013 - Bridging the Gap Technology Trends and Use of Tec.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8CGNDAQ8,journalArticle,2013,"Leslie, Karen; Baker, Lindsay; Egan-Lee, Eileen; Esdaile, Martina; Reeves, Scott",Advancing Faculty Development in Medical Education: A Systematic Review,Academic Medicine,,1040-2446,10.1097/ACM.0b013e318294fd29,https://journals.lww.com/academicmedicine/FullText/2013/07000/Advancing_Faculty_Development_in_Medical.38.aspx?casa_token=Zts0hkjJ58QAAAAA:cSAtDEzGmcOlE5OeRVGLmgfVX2PSrP2mlepqiCSGM6r3_MllKQJvomRylzSxdmiz_60qrgctDQpKyWMBUzBeWG-M,"Purpose          To (1) provide a detailed account of the nature and scope of faculty development (FD) programs in medical education, (2) assess the quality of FD studies, and (3) identify in what areas and through what means future research can purposefully build on existing knowledge.         Method          The authors searched MEDLINE, CINAHL, and ERIC for articles reporting evaluations of FD initiatives published between 1989 and 2010. They applied standard systematic review procedures for sifting abstracts, scrutinizing full texts, and abstracting data, including program characteristics, evaluation methods, and outcomes. They used a modified Kirkpatrick model to guide their data abstraction.         Results          The authors included 22 articles reporting on 21 studies in their review. The most common program characteristics included a series/longitudinal format, intended for individuals, and offered to physicians only. Although the most common aim was to improve teaching effectiveness, several programs had multiple aims, including scholarship and leadership. Program evaluation focused on quantitative approaches. A number of studies employed longitudinal designs and included some follow-up component. Surveys were the most popular data collection method, participants the most common data source, and self-reported behavior changes the most commonly reported outcome.         Conclusions          Although the authors’ findings showed some recent expansion in the scope of the FD literature, they also highlighted areas that require further focus and growth. Future research should employ more rigorous evaluation methods, explore the role of interprofessional teams and communities of practice in the workplace, and address how different organizational and contextual factors shape the success of FD programs.",2013-07,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 15:39,1038–1045,,7,88,,,Advancing Faculty Development in Medical Education,,,,,,,en-US,,,,,journals.lww.com,,,,/Users/nicolapoppy/Zotero/storage/MJAQY5N9/Leslie et al. - 2013 - Advancing Faculty Development in Medical Education.pdf; /Users/nicolapoppy/Zotero/storage/AWNWRN3B/Advancing_Faculty_Development_in_Medical.38.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVP5HPZP,journalArticle,2010,"Lee, Min-Hsien; Tsai, Chin-Chung",Exploring teachers’ perceived self efficacy and technological pedagogical content knowledge with respect to educational use of the World Wide Web,Instructional Science,,1573-1952,10.1007/s11251-008-9075-4,https://doi.org/10.1007/s11251-008-9075-4,"Research in the area of educational technology has claimed that Web technology has driven online pedagogy such that teachers need to know how to use Web technology to assist their teaching. This study provides a framework for understanding teachers’ Technological Pedagogical Content Knowledge-Web (TPCK-W), while integrating Web technology into their pedagogical practice. Furthermore, contemporary educational researchers have highlighted the significance of teachers’ self-efficacy, conceptualized as the teachers’ perceptions of their own competence at teaching, and related to instructional strategies as well as teaching effectiveness. The major purpose of this study was to investigate teachers’ perceived self-efficacy in terms of their TPCK-W. This study aimed to develop a new questionnaire, namely the Technological Pedagogical Content Knowledge-Web (TPCK-W) Survey to explore teachers’ self-efficacy in terms of their TPCK-W, and additionally to assess their attitudes toward Web-based instruction. The participants in this study were 558 teachers from elementary school to high school level in Taiwan. Both exploratory and confirmatory factor analyses indicated that the TPCK-W survey developed in this study has satisfactory validity and reliability characteristics. The results indicate a lack of general knowledge about Web-related pedagogy amongst the teachers surveyed. The correlations between teachers’ self-efficacy in terms of their TPCK-W, their attitudes regarding Web-based instruction, and their background variables were also examined. Correlations were found between self-efficacy and positive attitudes to web-based instruction. Older and more experienced teachers were found to have lower levels of self-efficacy with respect to TPCK-W, though teachers with more experience of using the web (including for instruction) had higher levels of self-efficacy with respect to TPCK-W.",1/1/2010,7/2/2022 18:17,7/2/2022 18:17,6/13/2022 23:16,21-Jan,,1,38,,Instr Sci,,,,,,,,en,,,,,Springer Link,,,,/Users/nicolapoppy/Zotero/storage/6KJMKIUA/Lee_Tsai_2010_Exploring teachers’ perceived self efficacy and technological pedagogical.pdf,,,Self-efficacy; Teacher; Questionnaire; Technological pedagogical content knowledge; Web teaching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHTXFM2U,journalArticle,2014,"La Paro, Karen M.; Williamson, Amy C.; Hatfield, Bridget",Assessing Quality in Toddler Classrooms Using the CLASS-Toddler and the ITERS-R,Early Education and Development,,1040-9289,10.1080/10409289.2014.883586,https://doi.org/10.1080/10409289.2014.883586,"Many very young children attend early care and education programs, but current information about the quality of center-based care for toddlers is scarce. Using 2 observation instruments, the Infant/Toddler Environment Rating Scale–Revised (ITERS-R) and the Classroom Assessment Scoring System, Toddler Version (CLASS-Toddler), 93 child care classrooms for toddlers across the state of North Carolina, representing a range of quality, were assessed to determine overall quality, and associations between observed quality and teachers' ratings of child behavior problems and competence outcomes using the Brief Infant Toddler Social Emotional Assessment. Research Findings: Findings indicated that overall, toddler classrooms were rated as being of moderate quality. Associations between observed quality and teacher-reported child behavior problems and competence outcomes indicated that CLASS-Toddler ratings were positively associated with fewer behavior problems; specifically, children in classrooms with higher levels on the CLASS-Toddler domains of Emotional and Behavioral Support as well as Engaged Support for Learning were reported to have fewer behavior problems. Similarly, the ITERS-R subscales of Interaction and Listening and Talking were positively related to fewer reported behavior problems. Regression models showed that the CLASS-Toddler Emotional and Behavioral Support domain predicted differences in child behavior problems. Practice or Policy: Findings suggest the need for additional research related to very young children's experiences in center-based child care to examine associations between quality and child experiences and outcomes. Children's experiences over time need to be examined to understand how these early child care experiences are related to children's later school adjustment and performance. On a related note, professional development for teachers in toddler classrooms needs to be addressed in terms of preparing effective teachers for young children during the toddler developmental period.",8/1/2014,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 16:21,875-893,,6,25,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/10409289.2014.883586,,/Users/nicolapoppy/Zotero/storage/TM7M7UCT/La Paro et al. - 2014 - Assessing Quality in Toddler Classrooms Using the .pdf; /Users/nicolapoppy/Zotero/storage/EU8BMTF5/10409289.2014.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I4S2LDIU,journalArticle,2012,"Lee, Moon O.; Brown, Linda L.; Bender, Jesse; Machan, Jason T.; Overly, Frank L.",A Medical Simulation-based Educational Intervention for Emergency Medicine Residents in Neonatal Resuscitation,Academic Emergency Medicine,,1553-2712,10.1111/j.1553-2712.2012.01361.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1553-2712.2012.01361.x,"ACADEMIC EMERGENCY MEDICINE 2012; 19: 577–585 © 2012 by the Society for Academic Emergency Medicine Abstract Objectives: The objective was to determine if a medical simulation-based neonatal resuscitation educational intervention is a more effective teaching method than the current emergency medicine (EM) curriculum at one 4-year EM residency program. Methods: A prospective, randomized study of second-, third-, and fourth-year EM residents was performed. Of 36 potential subjects, 27 residents were enrolled. Each resident was assessed at baseline and after the intervention using 1) a questionnaire to evaluate confidence in leading adult, pediatric, and neonatal resuscitation and prior neonatal resuscitation experience and 2) a neonatal resuscitation simulation scenario in which each participant was the code leader to evaluate knowledge and skills. Assessments were digitally recorded and reviewed independently by two Neonatal Resuscitation Program (NRP) instructors using a validated neonatal resuscitation scoring tool. Controls (15 participants) received the current EM curriculum. The intervention group (12 participants) experienced an educational session, which incorporated didactics, skills station, and medical simulation about neonatal resuscitation. Outcomes measured included changes in overall neonatal resuscitation score, number of critical actions, time to initial steps of neonatal resuscitation, and changes in confidence level leading neonatal resuscitation. Results: Baseline neonatal resuscitation scores were similar for the control and intervention groups. At the final assessment, the intervention group’s neonatal resuscitation score improved (p = 0.016) and the control group’s score did not. The intervention group performed 2.31 more critical actions overall and the time to achieve warming (p = 0.0002), drying (p < 0.0001), tactile stimulation (p = 0.002), and placing a hat on the patient (p <0.0001) were also improved compared to controls. At the baseline assessment, 80% of the control group and 75% of the intervention group reported being “not at all confident” in leading neonatal resuscitation. At the final assessment, the proportion of residents who were “not at all confident” leading neonatal resuscitation decreased to 35% in the intervention group compared to 67% of the control group. The majority of the intervention group (65%) reported an increased level of confidence in leading neonatal resuscitation. Conclusions: Medical simulation can be an effective tool to assess the knowledge and skills of EM residents in neonatal resuscitation. Our simulation-based educational intervention significantly improved EM residents’ knowledge and performance of the critical initial steps in neonatal resuscitation. A medical simulation-based educational intervention may be used to improve EM residents’ knowledge and performance with neonatal resuscitation.",2012,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 15:37,577-585,,5,19,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1553-2712.2012.01361.x,,/Users/nicolapoppy/Zotero/storage/M3TG9BCW/Lee et al. - 2012 - A Medical Simulation-based Educational Interventio.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678RMU5C,journalArticle,2013,"Kyriakides, Leonidas; Christoforou, Christiana; Charalambous, Charalambos Y.",What matters for student learning outcomes: A meta-analysis of studies exploring factors of effective teaching,Teaching and Teacher Education,,0742-051X,10.1016/j.tate.2013.07.010,https://www.sciencedirect.com/science/article/pii/S0742051X13001248,"Meta-analysis comprises a powerful tool for synthesizing prior research and empirically validating theoretical frameworks. Using this tool and the dynamic model of educational effectiveness as a guiding framework, in this paper we present a meta-analysis of 167 studies investigating the impact of teaching factors on student achievement. The factors of the dynamic model were found to be moderately associated with student achievement; in contrast, factors not included in the model were weakly associated with student learning, with the exception of two factors associated with constructivism. In discussing the study findings, we consider their theoretical, methodological, and practical implications.",11/1/2013,7/2/2022 18:17,7/2/2022 18:17,5/1/2022 13:20,143-152,,,36,,Teaching and Teacher Education,What matters for student learning outcomes,,,,,,,en,,,,,ScienceDirect,,,,/Users/nicolapoppy/Zotero/storage/WBF4ZH6D/Kyriakides et al_2013_What matters for student learning outcomes.pdf; /Users/nicolapoppy/Zotero/storage/LFDMUAC5/S0742051X13001248.html,,,Quality of teaching; Educational effectiveness; Meta-analysis; Teaching factors; Theory testing and development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
